id,JUST_IND,JUST_100,WGT_SCORE,PAY,TREAT,SUPPLY,COMM,JOBS,PROD,CUST,LEAD,ENV,INVEST,PAY.LIVING,PAY.PTO,PAY.HEALTH,PAY.FAIR,PAY.RETIRE,PAY.DISC,PAY.CEO,TREAT.SAFE,TREAT.WLB,TREAT.EDU,TREAT.DISC,TREAT.LAYOFF,TREAT.RESPECT,SUPPLY.ABUSE,SUPPLY.CONFLICT,SUPPLY.REPRESS,COMM.RELS,COMM.CHARITY,JOBS.US,PROD.BEN,PROD.QUAL,CUST.FAIR,CUST.RELS,CUST.DISC,CUST.PRIV,LEAD.LAWS,LEAD.INTEGRITY,LEAD.TRUTH,LEAD.TAX,LEAD.POLITICS,ENV.POLLUTION,ENV.MGMT,ENV.EFFICIENT,INVEST.ACCURATE,INVEST.PROFIT,INVEST.RETURN
226,7,No,54.58139712,55.41187615,51.34430585,58.64915626,57.65127117,63.67397358,35.53325028,53.50754488,56.18810733,60.28035027,65.70217277,66.03471887,61.77468829,53.59396671,44.20312415,44.28065176,47.3641177,78.8544512,35.98687115,40.38694069,45.1745836,56.26848446,50,66.98912528,68.95107667,50,50,63.03855021,40.91269371,63.67397358,13.10181781,54.60879916,50,58.6882222,50,55.81631836,56.39416122,55.66089027,50,65.11492634,50,65.92529142,60.58985171,53.50732219,70.59700891,64.80311155,47.18169355
230,7,No,53.01518596,58.45891151,50.90893756,46.36989095,38.48673236,48.38022317,48.18179781,53.50754488,53.07154913,51.26067643,58.32636588,66.03471887,61.77468829,57.89451225,53.92757983,55.95313598,47.3641177,71.00720662,44.05724547,54.02425768,62.58307252,56.26848446,50,48.68050857,42.04610566,50,50,37.70594136,40.91269371,48.38022317,50.46023847,46.24422622,50,58.6882222,50,55.81631836,56.39416122,62.71723138,50,32.15281432,50,66.61632758,46.06458524,40.09166787,70.59700891,35.5679336,49.95215647
231,7,No,51.20753449,51.09118794,48.68664396,46.36989095,38.48673236,50,54.38702292,53.50754488,51.25827819,55.29155011,65.28976789,50,61.77468829,47.89479673,53.87139447,49.65098381,47.3641177,50,44.05724547,40.44884919,17.55493744,56.26848446,50,54.7689289,42.04610566,50,50,37.70594136,40.91269371,50,59.1772101,50.31347792,50,58.6882222,50,55.81631836,56.39416122,47.83798538,50,47.28051082,50,66.64242267,46.06458524,53.50732219,70.59700891,31.25298569,106.5676667
233,7,No,53.89191101,57.12509769,51.60228707,46.36989095,57.65127117,47.10238936,52.92093791,53.50754488,59.79491108,45.74788364,49.34917133,66.03471887,61.77468829,47.89479673,68.27093979,57.56677571,47.3641177,31.51149597,44.05724547,76.55777456,31.01589873,56.26848446,50,54.54740243,42.04610566,50,50,63.03855021,40.91269371,47.10238936,59.1772101,47.60064345,50,58.6882222,50,55.81631836,56.39416122,65.23133541,50,71.21155069,50,45.26971361,50.90634073,40.09166787,40.03370537,66.946834,55.11231717
238,7,No,50.45880185,50.16822898,52.05361645,46.36989095,38.48673236,46.8501028,44.12418478,48.67549098,51.99777404,55.93939762,55.88000243,50,61.77468829,50,50,50.28913131,47.3641177,50,52.61032774,59.43995934,35.66114992,56.26848446,50,50,42.04610566,50,50,37.70594136,40.91269371,46.8501028,35.51682936,51.44382561,50,58.6882222,50,38.73861692,56.39416122,53.82259707,50,41.2619649,50,68.63438692,46.06458524,53.40945557,70.59700891,-4.139641244,106.5676667
244,7,No,52.8390462,49.46023579,48.74676225,46.36989095,38.48673236,104.5196358,51.44191328,53.50754488,48.50081017,51.73460201,60.5839366,50,47.52111825,50,50,50,47.3641177,50,44.05724547,41.34670394,35.66114992,56.26848446,50,50,42.04610566,50,50,37.70594136,40.91269371,104.5196358,51.70550555,51.21775607,50,58.6882222,50,55.81631836,56.39416122,45.68767952,50,33.2836503,50,66.82427475,46.06458524,41.43667444,70.59700891,32.94493304,70.57891721
249,8,Yes,58.18782832,59.43853953,59.92987289,65.83987611,65.81498352,50,85.79411717,48.25580104,54.2396648,41.36628355,57.56291355,65.6636889,69.52302047,80.02836689,65.46426213,73.79069054,50,18.20628755,43.49726295,96.31657576,76.36680295,55.57641797,50,73.20691107,79.62143464,54.45328314,54.10997468,64.99505739,68.36253986,50,112.0654074,63.45317747,54.10997468,27.98261083,50,57.50375281,54.93919573,56.19727872,50,49.97760222,78.1803345,8.561616784,65.77121865,49.24026029,60.34653643,51.16376282,57.95771135
250,8,No,51.69677524,55.38388099,45.16438548,48.12093822,53.28268583,56.2002353,56.51507628,54.97019625,51.13493183,50.29851317,55.54075326,65.6636889,69.52302047,41.19921667,47.49725871,77.96896413,50,59.06591375,60.79428614,24.50176122,26.45781468,55.57641797,50,24.58248586,43.70740119,49.19031216,54.10997468,58.01791771,38.5700554,56.2002353,57.24993543,55.89015668,54.10997468,59.31504926,50,57.50375281,54.95440571,40.16655646,50,57.25014736,86.95902508,50.20211684,48.6357664,52.40579159,60.34653643,46.08133834,53.2744977
251,8,No,52.20014794,43.1985616,56.38528103,59.28349744,69.24862313,50,76.63950456,43.75734012,52.99197687,51.00853396,52.29177228,47.09931687,38.11642232,40.71385523,44.1057676,43.70048445,50,28.73666879,48.51979054,60.52657129,70.75725627,55.57641797,50,63.29792594,65.25582126,54.45328314,54.10997468,58.40551177,102.9387769,50,92.14564847,63.45317747,54.10997468,43.64883005,50,29.7398674,54.859313,44.81693044,50,64.81453933,65.63934794,43.85591495,57.72063543,51.05399541,60.34653643,45.33888481,31.97312163
252,8,No,50.95041722,54.24317528,70.18744447,64.5118849,62.70696579,50,26.98681443,51.61299864,28.38250999,44.86151713,33.83734248,47.09931687,69.52302047,91.06926405,60.359828,67.76475575,50,15.17283507,50.09251432,78.61915742,70.75725627,124.3522396,50,35.33575153,79.62143464,49.19031216,54.10997468,60.80877358,68.60475518,50,48.22500733,8.925988966,54.10997468,43.64883005,50,57.50375281,6.47431955,60.54736409,50,-11.97025534,69.40164391,32.85228288,59.66949264,40.68611562,28.44471577,35.88922555,52.27149674
253,8,No,53.16020359,51.44593133,60.10603718,63.88967798,60.06320258,50,60.4793293,48.25580104,44.61299079,48.14276768,54.71142686,47.09931687,53.8197214,46.7104798,61.26354529,75.26599239,50,28.65022095,51.3749243,46.77201618,70.75725627,55.57641797,50,78.65815942,72.43862795,59.71625413,54.10997468,58.40551177,65.21374069,50,121.1022388,8.925988966,54.10997468,27.98261083,50,57.50375281,54.73199579,49.06220656,50,3.316959739,64.38524928,34.05983314,57.72063543,52.6033929,60.34653643,46.64240601,46.44417552
255,8,Yes,57.6299044,57.11952955,59.60770477,52.72711877,63.74916588,47.5598227,59.66997495,54.97019625,56.3495354,68.03547708,60.09407696,65.6636889,38.11642232,45.73750689,55.03277174,78.2080032,50,63.51461654,58.88618281,61.2847512,70.75725627,55.57641797,50,65.10407217,50.89020788,54.45328314,54.10997468,58.40551177,80.35219824,47.5598227,55.22120903,63.45317747,54.10997468,59.31504926,50,57.50375281,54.96585353,66.73724064,50,53.0517222,29.27048693,51.5248558,66.62552411,88.45204602,60.34653643,63.84976453,52.08271899
256,8,No,54.7480657,53.32385313,59.66617328,58.15981257,53.57590717,50,33.92062499,51.61299864,57.40176904,58.94115135,56.47760219,28.53494484,53.8197214,86.61982496,59.95049055,47.25642319,50,61.48942504,65.84783703,49.64908571,53.92861625,55.57641797,50,65.064596,65.25582126,50,54.10997468,58.40551177,38.5700554,50,29.85995235,37.37379543,54.10997468,43.64883005,50,57.50375281,54.96585353,63.81572205,50,63.84727554,36.79507886,59.6690649,57.72063543,59.5823087,60.34653643,59.73281196,34.47871721
261,8,No,53.69159065,56.53591241,53.40570043,58.15981257,57.99906313,50,40.48515528,47.11453773,57.09831876,45.64800615,62.4304119,65.6636889,38.11642232,44.57718877,60.05065161,56.24914315,50,57.17246927,60.79428614,47.36020978,26.45781468,55.57641797,50,52.79261122,65.25582126,50,54.10997468,58.40551177,56.73620446,50,44.143884,37.37379543,54.10997468,59.31504926,50,29.7398674,54.96585353,64.1917411,50,58.90533583,50,56.67211491,43.88965513,35.2599724,60.34653643,54.58475663,85.58600227
262,8,No,53.24829046,51.16258997,60.85094354,48.32524456,53.57590717,47.97572644,42.98592873,54.97019625,48.80272925,50.52574837,67.12671794,50,38.11642232,50,55.78303473,50,50,50,60.79428614,59.25187875,45.60764643,55.57641797,50,75.27228485,43.70740119,50,54.10997468,58.40551177,38.5700554,47.97572644,49.58538177,37.37379543,54.10997468,59.31504926,50,57.50375281,54.96585353,37.44714533,50,53.43529232,50,60.02772652,44.36330241,47.15574105,60.34653643,63.70748299,101.4376126
263,8,Yes,60.15023785,64.08294946,64.66516505,64.71619124,66.86177464,50,55.07033362,54.97019625,55.45157137,60.39121009,51.15076195,84.22806093,53.8197214,31.67745371,67.56348666,82.5918742,50,59.56294872,61.45100278,76.5380023,70.75725627,55.57641797,50,79.3645306,79.62143464,50,54.10997468,58.01791771,94.34013302,50,45.2127302,63.45317747,54.10997468,59.31504926,50,57.50375281,54.96585353,49.40698318,50,73.31423091,59.36885466,61.68408892,59.17023743,60.3922691,60.34653643,46.987025,20.94964522
265,8,No,49.63619664,53.92265803,47.03540593,48.32524456,32.46261955,50,45.82641214,47.11453773,46.91226389,59.8228172,55.25297835,47.09931687,38.11642232,50,53.70195259,84.69810381,50,67.41025721,50.68718436,38.11090636,45.60764643,55.57641797,50,34.79688759,43.70740119,50,54.10997468,30.49695304,38.5700554,50,25.0986418,63.45317747,54.10997468,59.31504926,50,29.7398674,54.59103824,48.11515581,50,26.14911034,30.52458558,63.43091526,66.62552411,47.55720016,60.34653643,44.16977511,54.81332238
267,8,Yes,58.8107591,60.84392746,61.40343832,54.88162323,58.56100774,50,73.51353776,51.61299864,56.39588958,58.3760492,50.06817546,84.22806093,38.11642232,49.18238603,53.92381878,68.45003086,50,65.32367556,60.79428614,79.42285435,61.85935465,55.57641797,50,68.44237593,58.07301457,50,54.10997468,64.99505739,38.5700554,50,85.34377625,63.45317747,54.10997468,43.64883005,50,57.50375281,54.76456161,57.83404145,50,70.55975271,25.50819096,61.41983139,53.26819109,61.06216721,60.34653643,36.15645592,33.49287785
269,8,No,52.55998043,54.09882906,50.40574386,48.32524456,53.57590717,50,46.76420218,47.11453773,56.34313313,52.63217081,65.33039609,65.6636889,38.11642232,63.47289173,47.64731131,50.27301746,50,55.29231045,40.16861396,66.85164973,45.60764643,55.57641797,50,53.06787885,43.70740119,50,54.10997468,58.40551177,38.5700554,50,27.13920347,63.45317747,54.10997468,59.31504926,50,29.7398674,54.96585353,62.69817887,50,56.70675635,50,55.91094059,48.81574675,53.50002583,60.34653643,56.98802821,101.3689662
270,8,No,50.87549125,43.50173181,50.34273732,51.6034339,32.46261955,49.69358644,66.14519637,54.97019625,55.37877054,55.4788275,55.53347389,28.53494484,53.8197214,40.33736528,46.27302604,51.41624621,50,49.83239872,50.68718436,49.41028567,37.67690802,55.57641797,50,47.71794658,50.89020788,50,54.10997468,30.49695304,38.5700554,49.69358644,69.31081119,63.45317747,54.10997468,59.31504926,50,57.50375281,54.7341648,59.63215628,50,56.52886876,50,52.36509263,66.62552411,45.61571927,60.34653643,47.10197438,51.32951484
271,8,No,55.15787345,62.73100385,57.94958093,58.15981257,62.74658387,50,38.29697852,43.75734012,55.60577715,41.25149008,51.35955739,84.22806093,53.8197214,49.69730535,62.82190012,65.41346087,50,53.41842991,51.26781194,88.73682465,61.85935465,55.57641797,50,62.4040759,65.25582126,50,54.10997468,58.40551177,76.23453779,50,39.38257345,37.37379543,54.10997468,43.64883005,50,29.7398674,54.545682,69.10493484,50,41.3194795,50,19.24521498,54.72960062,50.01029346,60.34653643,29.87800583,54.15927422
272,8,No,50.53986984,55.83616109,53.27121091,48.32524456,53.57590717,23.76455197,66.45779305,43.75734012,47.7975461,58.19453236,30.69575382,84.22806093,69.52302047,33.58547062,46.52701936,70.56887084,50,41.27629122,60.79428614,48.51447828,59.53816293,55.57641797,50,43.19803255,43.70740119,50,54.10997468,58.40551177,38.5700554,23.76455197,69.99099841,63.45317747,54.10997468,43.64883005,50,29.7398674,38.20881482,50.03275899,50,62.92448365,50,64.29302783,57.18682253,52.48996346,28.44471577,33.07656403,35.5618057
279,8,No,49.35965971,50.00125073,48.55928473,48.32524456,32.46261955,51.3545279,33.92062499,47.11453773,53.28434984,53.73754978,59.29271482,50,69.52302047,40.33736528,50,50,50,50,45.63363347,43.93935959,27.03474647,55.57641797,50,50,43.70740119,50,54.10997468,30.49695304,38.5700554,51.3545279,29.85995235,37.37379543,54.10997468,59.31504926,50,29.7398674,54.96585353,49.48412844,50,60.74814012,50,65.48142736,44.36330241,51.68464628,60.34653643,72.11309954,31.15317788
282,8,No,51.22258281,53.64673813,49.70129386,48.32524456,53.57590717,44.45014781,56.76729595,54.97019625,51.83476088,42.96598476,49.14738247,47.09931687,38.11642232,50,59.71199385,52.87410186,50,64.73353012,50.68718436,34.91106763,45.60764643,55.57641797,50,46.42957526,43.70740119,50,54.10997468,58.40551177,38.5700554,44.45014781,48.90519455,63.45317747,54.10997468,59.31504926,50,57.50375281,54.96585353,45.67303166,50,58.23408811,50,36.04388282,52.30934885,39.58830452,60.34653643,32.33863304,34.1507397
285,9,Yes,54.42792614,44.95313805,68.72498938,60.74037318,59.4379281,58.10539448,90.06922098,48.18493525,41.07808705,57.96121414,29.05096903,24.03459749,47.13841946,52.23529664,61.61156411,64.76913038,50,18.59965903,51.8049569,42.6954577,62.75130993,103.0330086,50,62.42062417,70.18238276,56.06060606,50,43.14333072,110.066154,58.10539448,95.35335854,85.57562368,57.90569415,38.07167783,50,46.83483123,26.93341423,44.78282625,44.08027063,58.57277559,69.51785922,30.4077053,63.85817137,82.1199209,13.77155813,46.56894323,59.5606263
286,9,Yes,52.05378532,64.49302306,53.47877623,47.86105932,51.65640558,23.42935572,52.38681787,22.85735318,52.28888173,49.41961047,64.86902166,63.98137058,50.15861778,59.97132782,78.65075094,75.58421373,50,53.5686353,50.91947865,70.8607786,71.86316101,50,50,52.4664581,30.65391201,76.51515152,50,42.13868866,81.22848468,23.42935572,59.84179425,46.04715292,-21.15124735,48.44844563,50,7.30636048,51.48195703,59.41137209,59.46593764,30.42177981,65.57485735,34.68571076,60.07670035,53.32160175,65.52647509,67.86190686,56.6029072
288,9,No,50.63490825,58.65858721,40.33830451,44.52875083,48.58586176,50,52.85310581,50.02942249,51.338215,46.45556632,69.94416802,83.95475713,34.46918975,35.70828338,51.54872373,67.72839049,50,66.36582734,46.63292291,28.08953086,22.09425866,50,50,26.79649891,42.20042468,42.42424242,50,51.80359962,38.58817016,50,60.85640225,46.04715292,57.90569415,39.96584973,50,51.91911955,58.03242509,53.65786718,59.46593764,27.21346975,21.21608641,49.03496979,44.44024367,45.95225672,65.52647509,81.08343714,67.49212981
293,9,No,50.02497925,52.85219906,47.50188835,44.52875083,48.58586176,38.49807111,38.86433721,57.71158008,54.53544483,51.15539427,50.09647581,24.03459749,81.6680363,75.87086206,55.63490456,44.96697203,50,75.05449685,50.68313272,36.64796167,53.98573747,50,50,41.17668051,42.20042468,42.42424242,50,51.80359962,38.58817016,38.49807111,30.41787799,46.04715292,57.90569415,75.81431,50,51.91911955,58.03242509,43.75734545,59.46593764,60.83655916,50,63.89257963,44.44024367,44.78093035,65.52647509,30.16527685,23.44434447
294,9,Yes,52.73868152,58.84823728,54.06452217,44.52875083,48.58586176,46.33022646,37.93176134,51.57805699,52.76874405,48.47426231,53.15794468,63.98137058,48.30592268,49.38565852,58.88936007,50,50,77.16200916,50.68313272,71.54959586,62.75130993,50,50,57.36382199,42.20042468,42.42424242,50,51.80359962,38.58817016,46.33022646,28.38866198,46.04715292,57.90569415,67.3317141,50,36.66619359,58.03242509,41.50476474,59.46593764,53.44974608,50,56.71331329,44.44024367,43.97882771,65.52647509,28.96387664,47.04434945
295,10,No,54.22591158,47.93419516,76.81134957,51.15026303,60.08031327,50,46.39145538,27.00297018,52.408959,56.14179996,31.75255066,41.58194495,62.84987406,65.09820254,59.93087496,67.50645406,50,-2.226352741,64.05288126,73.66524774,73.17199239,114.4858323,50,59.092067,48.71260467,50,55.96618267,47.03232551,100.6211414,50,44.59791989,47.91666667,53.50204255,34.01756745,50,-21.73503492,51.49055493,50.96771039,50,55.59050514,77.83247583,37.57522385,67.23796385,63.86229248,17.21199276,59.18291181,40.81864773
299,10,No,50.7676499,43.39973323,49.09990091,63.61794754,63.59613534,86.5065856,33.55984358,50.27134668,52.41218145,47.4764257,61.84471942,41.58194495,62.84987406,56.71834004,38.36707687,46.81257448,50,30.29720539,50.91252476,41.11354578,79.87715821,48.15754765,50,41.6229777,76.03041904,50,55.96618267,57.26705646,83.2609376,86.5065856,16.6772831,47.91666667,51.2757237,38.12956327,50,59.01594039,53.14423949,52.9176183,50,50.53970947,64.73484015,28.69108328,61.85525915,51.50050977,68.53235192,59.71018583,38.22263118
301,10,No,50.53660301,50.58396955,49.97664398,57.11926197,52.70860985,58.47008205,46.77852043,56.51669058,51.39451824,45.45084417,31.39065546,41.58194495,62.84987406,48.41097455,61.80839096,54.88737208,50,34.44818972,44.34234651,43.14771346,46.35132908,48.15754765,50,60.68233222,61.7912164,50,55.96618267,57.26705646,38.54526115,58.47008205,45.44014476,47.91666667,57.00641966,61.73688077,50,59.01594039,56.0319062,42.93903059,50,54.7685944,67.75737146,45.00594872,45.70714503,45.64736408,17.21199276,59.41500386,37.86173157
303,10,No,50.21754888,41.71650802,71.69843656,50.62057639,5.123830246,56.38406602,52.59437245,48.69016885,40.773786,46.35818056,29.84453096,26.32422019,62.84987406,23.88226313,36.10956683,60.23286273,50,70.07796739,50.91252476,44.39030605,51.03765774,114.4858323,50,65.1791682,47.55201376,50,55.96618267,-5.63279317,38.54526115,56.38406602,58.09500796,47.91666667,40.31975347,41.33541258,50,59.01594039,37.0662445,32.86511571,50,57.75723883,11.33678697,45.14165378,51.08984974,42.05206224,17.21199276,57.35409326,30.89390832
307,10,Yes,59.58436612,76.34997619,48.43072183,50.62057639,52.70860985,103.2487512,27.18268932,56.32250762,50.81262374,53.73735506,68.08254192,117.8705688,62.84987406,60.96519353,69.19322966,78.6883035,50,70.84656045,44.34234651,36.89836752,42.71400362,48.15754765,50,56.81945841,47.55201376,50,55.96618267,57.26705646,38.54526115,103.2487512,2.801067806,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,44.47791918,50,43.64933544,50,65.25231069,45.70714503,50.32903416,68.53235192,54.67673922,91.10672813
308,10,No,53.03806845,52.17517938,47.96712253,57.11926197,52.70860985,32.03400367,86.42016742,56.32250762,56.63942348,41.05618637,60.59647362,41.58194495,47.43002519,57.82763063,56.13352544,64.44044694,50,55.99440479,57.48270301,46.82763619,66.46682656,48.15754765,50,32.13258665,61.7912164,50,55.96618267,57.26705646,38.54526115,32.03400367,43.50298775,122.9166667,57.00641966,60.83073427,50,59.01594039,59.33581067,62.23866753,50,48.1933085,56.67475665,28.42487573,61.85525915,30.38724622,68.53235192,49.47740756,48.50006794
310,10,No,54.64324166,55.99378423,56.80228142,57.11926197,72.33817786,38.42710128,55.11038672,56.32250762,52.60275727,47.47674935,59.66687153,87.35511926,32.01017632,56.06708602,50.83001773,-9.274533152,50,59.70480033,70.62305951,49.39673161,66.46682656,48.15754765,50,53.42068145,61.7912164,50,55.96618267,57.26705646,119.1649955,38.42710128,63.56966864,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,47.51531644,50,52.63672153,33.50201659,25.78760999,61.85525915,54.79400747,68.53235192,46.67701866,47.20821136
312,10,No,51.43016539,50.21540615,50.09261915,50.62057639,52.70860985,86.12790187,50.32026622,52.14475124,39.64973809,55.39253958,65.44623587,50,47.43002519,50,45.40992094,81.09392446,50,50,44.34234651,57.00175229,27.2848348,48.15754765,50,62.93292394,47.55201376,50,55.96618267,57.26705646,38.54526115,86.12790187,53.14672126,47.91666667,57.00641966,41.33541258,50,59.01594039,27.99009813,30.27122889,50,69.42488522,50,70.37773072,45.70714503,50.03799787,68.53235192,63.32333101,56.65721946
313,10,No,52.0539278,64.31602937,46.48296969,50.62057639,52.70860985,50.2180483,62.10682068,56.32250762,48.29626499,39.97067501,19.69554712,102.612844,47.43002519,50.82661443,45.81884634,90.74543991,50,65.81677434,44.34234651,62.394839,79.87715821,48.15754765,50,32.98388673,47.55201376,50,55.96618267,57.26705646,38.54526115,50.2180483,78.79339067,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,39.74620019,50,35.88073705,50,21.90310959,45.70714503,53.5655585,17.21199276,29.33461332,12.05023213
315,10,Yes,61.38400533,78.92863345,49.74498965,50.62057639,52.70860985,75.36936877,49.0912783,53.62883567,58.6802077,54.35608471,67.04127069,102.612844,62.84987406,63.34030144,83.14548806,95.68482143,50,75.25505529,44.34234651,45.56406603,53.05649491,48.15754765,50,57.38724652,47.55201376,50,55.96618267,57.26705646,38.54526115,75.36936877,50.47253457,47.91666667,57.00641966,60.83073427,50,49.49582198,59.34023798,67.7496108,50,52.61929112,50,66.52803281,45.70714503,50.94623183,68.53235192,59.32769109,75.20663943
317,10,No,53.57469152,51.58679223,56.36815282,50.62057639,52.70860985,51.3934768,41.41746527,52.28200778,57.19169518,52.39978046,61.46164979,50,32.01017632,50,60.31130081,38.40995305,50,50,44.34234651,84.76620716,27.2848348,48.15754765,50,81.96261375,47.55201376,50,55.96618267,57.26705646,38.54526115,51.3934768,33.77488584,47.91666667,57.00641966,60.83073427,50,44.73579133,59.34023798,62.93288154,50,51.67000433,50,60.56332532,45.70714503,51.18458052,68.53235192,52.3558965,49.19726037
320,10,Yes,56.98778609,50.63397384,70.12871522,50.62057639,52.70860985,59.74215211,51.27826594,56.32250762,51.59875738,54.33885119,58.75909413,41.58194495,62.84987406,40.09705343,51.0182875,53.24725181,50,69.31924294,44.34234651,50.64817412,53.05649491,114.4858323,50,63.83236755,47.55201376,50,55.96618267,57.26705646,38.54526115,59.74215211,55.23125767,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,39.78353436,50,57.23030421,50,60.56332532,51.08984974,51.18458052,68.53235192,47.07897584,40.12555642
322,10,No,54.03905961,48.09547637,57.32294541,50.62057639,52.70860985,56.4454383,66.55816019,56.32250762,52.95031662,52.37630254,57.77587128,26.32422019,62.84987406,47.32011695,53.03441497,47.06101182,50,67.76195785,44.34234651,61.34246813,53.05649491,48.15754765,50,84.56687784,47.55201376,50,55.96618267,57.26705646,38.54526115,56.4454383,88.47917573,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,54.13984363,50,40.05330836,50,61.15139017,45.70714503,50.43942724,68.53235192,50.01025609,27.82216047
324,10,No,50.77780076,47.2547958,47.48256451,50.62057639,12.00252963,59.31965048,44.03992395,56.32250762,54.28865212,56.14303867,75.53119038,50,32.01017632,37.27055552,50,38.71008004,50,50,50.91252476,42.47120646,22.19815728,48.15754765,50,50,47.55201376,50,55.96618267,3.459802412,38.54526115,59.31965048,39.48116167,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,54.61115285,50,47.88090197,50,71.14718781,45.70714503,51.6688047,68.53235192,75.4459987,104.5563905
325,10,No,55.02254831,62.87281725,45.22933753,50.62057639,52.70860985,64.54970396,58.63274573,56.32250762,53.43654693,56.14303867,53.99937766,87.35511926,47.43002519,37.27055552,62.39435904,55.57645618,50,67.20990158,44.34234651,31.42256908,22.19815728,48.15754765,50,50.4962246,47.55201376,50,55.96618267,57.26705646,38.54526115,64.54970396,71.23406093,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,40.26651684,50,68.27581915,50,71.14718781,45.70714503,51.6688047,68.53235192,40.87296452,18.41826482
327,10,No,52.4033035,50.53111566,59.38820396,50.62057639,52.70860985,44.75248702,39.69496788,56.32250762,55.45192619,52.13558031,32.16827281,50,32.01017632,69.14696922,50.70608785,37.6489239,50,50,64.05288126,56.87457584,58.14317243,48.15754765,50,71.48069502,47.55201376,50,55.96618267,57.26705646,38.54526115,44.75248702,30.02685912,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,70.67874403,50,26.39055075,50,60.4233871,45.70714503,50.46200764,17.21199276,49.511858,61.66880274
328,10,No,53.57324528,49.97694594,51.73668919,50.62057639,52.70860985,40.60354259,68.62907099,56.32250762,58.90756207,52.22279115,61.47480872,26.32422019,47.43002519,60.74164726,54.77634218,73.92010849,50,61.99144089,44.34234651,43.25489567,53.05649491,48.15754765,50,66.05881528,47.55201376,50,55.96618267,57.26705646,38.54526115,40.60354259,92.98532422,47.91666667,57.00641966,60.83073427,50,59.01594039,59.34023798,67.2173416,50,55.05552572,50,60.67106967,45.70714503,50.47204338,68.53235192,51.22093032,51.39546712
329,10,No,51.44517787,50.13265042,49.25938757,50.62057639,52.70860985,33.28564011,59.67786404,52.14475124,56.99243069,53.03662994,59.92076955,41.58194495,47.43002519,42.20629851,52.34481215,57.17052627,50,64.54221766,50.91252476,37.24908609,66.46682656,48.15754765,50,46.7445635,47.55201376,50,55.96618267,57.26705646,38.54526115,33.28564011,73.50816095,47.91666667,57.00641966,41.33541258,50,59.01594039,59.34023798,60.74710668,50,54.32747102,50,56.73281036,51.08984974,51.18458052,68.53235192,45.94590836,50.33737507
331,11,No,51.49154509,57.31145953,49.26901612,34.30924013,21.48538515,50,53.64397996,43.87491639,57.55197244,47.17357732,50.4724932,75,59.27024811,55.68169547,65.66996787,46.61045932,44.64781976,26.64532251,50.57433558,67.10182784,37.74647803,50,50,45.60171658,15.62013859,50,50,15.65934923,39.58720476,50,96.55257285,17.15478285,50,21.41755895,50,50,56.2948282,70.84960099,50,42.85378704,72.38358076,36.71715131,35.87766993,72.60397726,62.52325583,34.20841292,30.95250737
332,11,Yes,59.38950893,64.5267386,60.25005015,54.07167677,66.14642834,50,79.43171512,46.92591827,58.4019659,53.25035696,43.6402174,62.5,59.27024811,76.36301631,65.59111037,64.62372207,76.76090121,41.82226619,50.97356863,70.48336492,52.76078419,91.45780988,50,37.99219618,58.92140878,50,50,58.96061942,88.47313878,50,67.46766199,89.60587054,50,35.65492889,50,50,57.0198665,67.36360617,50,56.81112078,50.38592381,41.15439303,61.2801886,57.31797181,41.05481726,52.24367783,38.33692257
333,11,Yes,56.81404212,62.25435579,56.85033645,54.07167677,72.76471528,50,61.31938731,46.67166811,58.8159954,37.29596775,55.67039827,62.5,77.81074433,56.78030438,59.0446346,74.24561474,76.76090121,43.33719964,54.96589911,74.82948144,59.19548682,50,50,64.28446019,58.92140878,50,50,58.96061942,115.6548136,50,75.49108567,49.2678643,50,34.4684814,50,50,54.72353984,69.3035947,50,66.33028861,21.44163834,21.16713161,61.2801886,26.76577848,62.52325583,44.39086476,48.33877834
334,11,No,49.81021035,42.49658101,51.05031623,50.8386007,54.24351431,50,49.79638521,51.66416595,51.55668038,60.98918287,61.0894323,37.5,40.72975189,58.54462943,56.04413938,33.79884799,44.64781976,6.51818148,44.55929785,34.23394461,62.77032162,50,50,60.48677921,51.83744932,50,50,58.96061942,39.58720476,50,50.41788665,49.2678643,50,57.7657593,50,50,53.88293822,30.90369396,50,81.33141923,74.6991236,56.55776985,64.96532725,61.23645628,62.52325583,65.24391904,47.46535289
335,11,Yes,58.21244677,58.22495466,68.23662663,60.53782889,54.24351431,50,54.40558605,51.71041859,55.053323,44.68325776,56.48946505,62.5,40.72975189,76.64176792,55.39209867,92.35414376,44.64781976,51.89911316,39.39581024,89.24308291,62.77032162,91.45780988,50,75.94297397,73.08932772,50,50,58.96061942,39.58720476,50,60.44716626,49.2678643,50,57.9815953,50,50,50.97998791,60.91263093,50,58.5058703,63.12140941,43.41248352,36.0786332,56.46364439,62.52325583,47.2591986,48.73295412
